* REW测量的测量数据V5.20.13
* 来源: 麦克风 (Realtek High Definition Audio, MICROPHONE (主音), L, volume: no control
* 格式: 512k 对数扫频正弦, 1 扫频 at 0.0 dBFS 没有时间参考
* 日期: 2024-10-9 19:51:56
* REW 设置:
* C计权补偿: 关
*  目标电平: 75.0 dB
* 注释: ; 
* 测量: NICEHCK YD520 Black Tips L
* 平滑: 1/24 倍频程
* 频率步进: 1/48 倍频程
* 起始频率: 20.300 Hz
*
* 频率(Hz) SPL(dB) 相位(角度)
17500.000000 -32.685 -136.4494
17750.000000 -34.563 -132.2894
18000.000000 -36.567 -125.3372
18250.000000 -38.390 -117.5741
18500.000000 -39.861 -109.6947
18750.000000 -40.974 -102.1463
19000.000000 -41.767 -95.7852
19250.000000 -42.224 -91.3549
19500.000000 -42.283 -88.4168
19750.000000 -41.824 -86.6021
20000.000000 -40.710 -86.5005
