* REW测量的测量数据V5.20.13
* 来源: 麦克风 (Realtek High Definition Audio, MICROPHONE (主音), L, volume: no control
* 格式: 512k 对数扫频正弦, 1 扫频 at 0.0 dBFS 没有时间参考
* 日期: 2024-10-11 18:11:01
* REW 设置:
* C计权补偿: 关
*  目标电平: 75.0 dB
* 注释: ; 
* 测量: KXXS AET07 Tips
* 平滑: 1/24 倍频程
* 频率步进: 1/48 倍频程
* 起始频率: 20.300 Hz
*
* 频率(Hz) SPL(dB) 相位(角度)
2180.000000 72.670 -152.7192
2200.000000 72.756 -153.1814
2240.000000 72.922 -154.1478
2270.000000 73.040 -154.9256
2300.000000 73.152 -155.7422
2330.000000 73.258 -156.5853
2360.000000 73.357 -157.4603
2400.000000 73.480 -158.6809
2430.000000 73.561 -159.6199
2470.000000 73.656 -160.8981
2500.000000 73.718 -161.8848
2540.000000 73.789 -163.2204
2580.000000 73.844 -164.5625
2620.000000 73.885 -165.8977
2650.000000 73.907 -166.9031
2690.000000 73.923 -168.2433
2720.000000 73.925 -169.2339
2760.000000 73.918 -170.5236
2800.000000 73.899 -171.7792
2850.000000 73.857 -173.3206
2900.000000 73.802 -174.7823
2950.000000 73.736 -176.1471
3000.000000 73.658 -177.4467
3040.000000 73.589 -178.4328
3070.000000 73.533 -179.1425
3110.000000 73.456 179.9622
3150.000000 73.376 179.1328
3200.000000 73.272 178.1598
3250.000000 73.167 177.2637
3300.000000 73.060 176.4393
3350.000000 72.953 175.6958
3400.000000 72.846 175.0249
3450.000000 72.741 174.4071
3500.000000 72.638 173.8412
3550.000000 72.539 173.3283
3600.000000 72.444 172.8747
3650.000000 72.354 172.4602
3700.000000 72.266 172.0772
3750.000000 72.178 171.7366
3820.000000 72.062 171.2914
3870.000000 71.984 171.0059
3950.000000 71.872 170.5909
4000.000000 71.809 170.3248
4060.000000 71.736 169.9940
4120.000000 71.666 169.6272
4180.000000 71.598 169.2192
4250.000000 71.517 168.7101
4310.000000 71.444 168.2582
4370.000000 71.367 167.7859
4440.000000 71.273 167.2051
4500.000000 71.189 166.6909
4550.000000 71.115 166.2603
4620.000000 71.005 165.6427
4680.000000 70.906 165.0989
4750.000000 70.785 164.4542
4820.000000 70.653 163.8014
4870.000000 70.551 163.3394
4940.000000 70.399 162.6912
5000.000000 70.261 162.1447
5080.000000 70.064 161.4435
5150.000000 69.878 160.8639
5220.000000 69.681 160.3264
5300.000000 69.441 159.7775
5380.000000 69.182 159.3269
5450.000000 68.940 159.0181
5520.000000 68.682 158.8202
5600.000000 68.367 158.8157
5700.000000 67.960 159.3790
5800.000000 67.633 160.5259
5900.000000 67.424 161.3013
6000.000000 67.176 161.5197
6080.000000 66.918 161.8598
6150.000000 66.679 162.4010
6220.000000 66.448 163.1231
6300.000000 66.202 164.1229
6400.000000 65.922 165.5728
6500.000000 65.671 167.1678
6600.000000 65.450 168.8787
6700.000000 65.254 170.7187
6800.000000 65.091 172.6849
6900.000000 64.958 174.7428
7000.000000 64.859 176.8672
7100.000000 64.798 179.0587
7200.000000 64.777 -178.6831
7300.000000 64.800 -176.4134
7400.000000 64.864 -174.1820
7500.000000 64.975 -172.0046
7620.000000 65.179 -169.4782
7750.000000 65.481 -166.9436
7880.000000 65.867 -164.7150
8000.000000 66.313 -163.0333
8120.000000 66.855 -161.8814
8250.000000 67.550 -161.4343
8380.000000 68.340 -162.1359
8500.000000 69.130 -164.2073
8620.000000 69.921 -168.0781
8750.000000 70.656 -174.6758
8850.000000 71.028 178.5685
9000.000000 71.089 166.6156
9120.000000 70.640 156.9568
9250.000000 69.712 148.0705
9380.000000 68.474 141.7053
9500.000000 67.200 138.0897
9620.000000 65.903 136.3258
9750.000000 64.537 136.0847
9880.000000 63.248 137.2010
10000.000000 62.138 139.2276
10150.000000 60.863 142.9411
10300.000000 59.711 147.8674
10440.000000 58.769 153.5733
10600.000000 57.908 161.4114
10750.000000 57.408 169.7694
10900.000000 57.321 178.3589
11060.000000 57.705 -173.7152
11200.000000 58.289 -169.0041
11380.000000 59.027 -166.4940
11500.000000 59.357 -166.4814
11720.000000 59.538 -167.5352
11800.000000 59.493 -167.7777
12060.000000 59.155 -167.0177
12200.000000 58.941 -165.6134
12410.000000 58.680 -162.5414
12500.000000 58.603 -160.9617
12650.000000 58.529 -158.0812
12800.000000 58.528 -154.9812
13150.000000 58.835 -147.3344
13200.000000 58.917 -146.2175
13400.000000 59.343 -141.7508
13600.000000 59.945 -137.4155
13800.000000 60.743 -133.4169
14000.000000 61.762 -129.9260
14300.000000 63.752 -126.6545
14500.000000 65.367 -127.4704
14750.000000 67.353 -134.7984
15000.000000 68.501 -149.8327
15250.000000 68.159 -166.5013
15500.000000 66.502 -177.0329
15750.000000 64.294 -179.3698
16000.000000 62.191 -175.1786
16250.000000 60.436 -166.2597
16500.000000 59.067 -155.0922
16750.000000 58.054 -143.3353
17000.000000 57.329 -131.6994
17250.000000 56.824 -120.7041
17500.000000 56.489 -110.8910
17750.000000 56.256 -102.9595
18000.000000 56.009 -98.1541
18250.000000 55.599 -97.1212
18500.000000 54.911 -98.3787
18750.000000 53.898 -100.1498
19000.000000 52.599 -101.8249
19250.000000 51.122 -103.2901
19500.000000 49.593 -103.8049
19750.000000 48.124 -103.0419
20000.000000 46.796 -101.3731
